dataset name,resource name,format,rows_checked,rows_pcoded,error
ourairports-ben,List of airports in Benin (HXL tags),csv,6,0,
ourairports-ben,List of airports in Benin (no HXL tags),csv,6,0,
mobility-patterns-west-africa,Estimated mobility patterns for West Africa,csv,,,Unable to download file
mobility-patterns-west-africa,"Estimated high resolution population densities for West Africa (100x100m), 2014",geotiff,,,Not checking format
wfp-food-prices,Global Food Prices Database (WFP),csv,,,
food-consumption-score-fcs,dbo_FoodConsumptionScores.csv,csv,,,Unable to read resource
coping-strategy-index-csi,dbo_CopingStrategiesIndexes.csv,csv,,,Unable to read resource
income-activitie,dbo_Incomes.csv,csv,,,Unable to read resource
fl20090708ben-flood-vectors-asarimp-09-july-2009,mapImage.kmz,kmz,,,Not checking format
fl20090708ben-flood-vectors-asarimp-09-july-2009,FL20090708BEN_gdb.zip,geodatabase,,,Unable to download file
fl20090708ben-flood-vectors-asarimp-27-august-2009,mapImage.kmz,kmz,,,Not checking format
fl20090708ben-flood-vectors-asarimp-27-august-2009,FL20090708BEN_gdb.zip,geodatabase,,,Unable to download file
benin-settlements,Settlements,shp,200,0,
benin-settlements,Benin: settlements.xlsx,xlsx,6,0,
benin-roads,Roads.zip,shp,200,0,
benin-railways,Railway.zip,shp,,,
cod-ab-ben,ben_adm_1m_salb_2019_shapes.zip,shp,,,
cod-ab-ben,ben_adm_1m_salb_2019_EMP.zip,emf,,,Not checking format
cod-ab-ben,BEN_AdminBoundaries_TabularData.xlsx,xlsx,77,77,
cod-ab-ben,ben_adm_1m_salb_2019_gdb.zip,geodatabase,,,
cod-ab-ben,BEN_FR (MapServer),geoservice,,,Not checking format
cod-ab-ben,BEN_pcode (FeatureServer),geoservice,,,Not checking format
cod-ab-ben,BEN_pcode (MapServer),geoservice,,,Not checking format
cod-ab-ben,ben_ppt_map.pptx,pptx,,,Not checking format
daily-summaries-of-precipitation-indicators-for-benin,precipitation_ben.csv,csv,,,
gar15-global-exposure-dataset-for-benin,GAR15 Global Exposure Dataset for Benin.zip,shp,,,
total-mid-year-population-population-totale-au-milieu-de-l-annee,total-mid-year-population(2006-2015).xlsx,xlsx,,,
urban-and-female-population,Urban and Female population(%).xlsx,xlsx,,,
economically-active-population-population-active,Economically active population - Population active.xlsx,xlsx,,,
gross-enrolment-ratio-in-primary-taux-brut-de-scolarisation-au-primaire,Gross enrolment ratio in primary  - Taux brut de scolarisation au primaire.xlsx,xlsx,,,
gender-parity-index-in-secondary-indice-de-parite-de-genre-au-secondaire,Gender parity index in secondary - Indice de parité de genre au secondaire.xlsx,xlsx,,,
total-migrants-total-migrants,POPULATION-migration.xlsx,xlsx,,,
girls-to-boys-ratio-for-primary-and-secondary,Girls to Boys Ratio.xlsx,xlsx,,,
adult-illiteracy-rate-taux-d-analphabetisme-des-adultes,Adult literacy.xlsx,xlsx,,,
proportion-of-births-attended-by-skilled-health-personnel,Goal 5- Improve maternal health -Améliorer la santé maternelle.xlsx,xlsx,,,
afdb-socio-economic-database-1960-2019,"AFDB Socio Economic Database, 1960-2019-ggotmbd.zip",csv,200,0,
africa-millennium-development-goals,Africa Millennium Development Goals.xlsx,xlsx,,,
afdb-commodity-prices-2016,"AFDB Commodity Prices, 2016.xlsx",xlsx,200,0,
afdb-market-trends-2015,"AFDB Market Trends, 2015.xlsx",xlsx,,,
african-regional-energy-statistics-2014,"African Regional Energy Statistics, 2014.xlsx",xlsx,,,
fragile-states-socio-economic-database-2015,Fragile States - Socio Economic Database.xlsx,xlsx,,,
african-financial-survey-database-2016,African Financial Survey.xlsx,xlsx,,,
african-economic-outlook-august-2015,African Economic Outlook January 2019.xlsx,xlsx,,,Unable to read resource
african-development-bank-bank-operations-2012,"African Development Bank, Bank Operations 2016xlsx",xlsx,,,
economic-community-of-central-african-states-statistics-2013,"Economic Community of Central African States Statistics, 2013.xlsx",xlsx,,,Unable to read resource
afdb-country-policy-and-institutional-assessment-2013,"AfDB Country Policy and Institutional Assessment, 2013.xlsx",xlsx,,,Unable to read resource
african-development-bank-food-security-december-2011,"African Development Bank, Food Security, December 2011-kbasybc.zip",csv,,,
african-development-bank-food-security-prices-monthly-december-2011,"African Development Bank, Food Security, Prices, Monthly, December 2011-qptpcpf.zip",csv,,,
african-port-statistics-2013,"African Port Statistics, 2013.xlsx",xlsx,,,Unable to read resource
sahel-humanitarian-needs-overview,HNO -2017 -Sahel-nutrition.csv,csv,,,
sahel-humanitarian-needs-overview,HNO 2017 Sahel-Lake Chad Nutrition as of 25_11_2016.csv,csv,87,0,
sahel-humanitarian-needs-overview,HNO-2017-Sahel- Displacement_per_country.xlsx,xlsx,66,0,
sahel-humanitarian-needs-overview,HNO-2017-Sahel- People in need.xlsx,xlsx,,,
sahel-humanitarian-needs-overview,HNO-2017-Sahel-Food Insecurity.xlsx,xlsx,,,
climatic-zones-in-west-africa,climatic_zones_west_africa.gpkg,geopackage,,,Unable to read resource
world-bank-combined-indicators-for-benin,Combined Indicators for Benin,csv,199,0,
world-bank-combined-indicators-for-benin,QuickCharts-Combined Indicators for Benin,csv,199,0,
worldpop-population-counts-for-benin,ben_ppp_2020.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2019.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2018.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2017.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2016.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2019_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2018_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2017_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2016_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_constrained.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_UNadj_constrained.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_1km_Aggregated.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_1km_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_1km_UNadj_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2020_1km_Aggregated_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2019_1km_Aggregated.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2019_1km_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2019_1km_UNadj_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2019_1km_Aggregated_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2018_1km_Aggregated.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2018_1km_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2018_1km_UNadj_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2018_1km_Aggregated_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2017_1km_Aggregated.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2017_1km_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2017_1km_UNadj_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2017_1km_Aggregated_UNadj.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2016_1km_Aggregated.tif,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2016_1km_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2016_1km_UNadj_ASCII_XYZ.zip,geotiff,,,Not checking format
worldpop-population-counts-for-benin,ben_ppp_2016_1km_Aggregated_UNadj.tif,geotiff,,,Not checking format
fts-requirements-and-funding-data-for-benin,fts_requirements_funding_ben.csv,csv,6,0,
fts-requirements-and-funding-data-for-benin,fts_requirements_funding_covid_ben.csv,csv,1,0,
fts-requirements-and-funding-data-for-benin,fts_requirements_funding_cluster_ben.csv,csv,8,0,
fts-requirements-and-funding-data-for-benin,fts_requirements_funding_globalcluster_ben.csv,csv,16,0,
fts-requirements-and-funding-data-for-benin,fts_incoming_funding_ben.csv,csv,7,0,
who-data-for-benin,All Health Indicators for Benin,csv,183,0,
who-data-for-benin,Mortality and global health estimates Indicators for Benin,csv,183,0,
who-data-for-benin,Sustainable development goals Indicators for Benin,csv,5,0,
who-data-for-benin,Millennium Development Goals (MDGs) Indicators for Benin,csv,5,0,
who-data-for-benin,Health systems Indicators for Benin,csv,41,0,
who-data-for-benin,Malaria Indicators for Benin,csv,200,0,
who-data-for-benin,Tuberculosis Indicators for Benin,csv,200,0,
who-data-for-benin,Child health Indicators for Benin,csv,10,0,
who-data-for-benin,Infectious diseases Indicators for Benin,csv,200,0,
who-data-for-benin,Neglected Tropical Diseases Indicators for Benin,csv,61,0,
who-data-for-benin,World Health Statistics Indicators for Benin,csv,15,0,
who-data-for-benin,Substance use and mental health Indicators for Benin,csv,114,0,
who-data-for-benin,Injuries and violence Indicators for Benin,csv,8,0,
who-data-for-benin,HIV/AIDS and other STIs Indicators for Benin,csv,,,Unable to download file
who-data-for-benin,Public health and environment Indicators for Benin,csv,18,0,
who-data-for-benin,Nutrition Indicators for Benin,csv,31,0,
who-data-for-benin,Child mortality Indicators for Benin,csv,112,0,
who-data-for-benin,Noncommunicable diseases Indicators for Benin,csv,200,0,
who-data-for-benin,Noncommunicable diseases CCS Indicators for Benin,csv,200,0,
who-data-for-benin,Negelected tropical diseases Indicators for Benin,csv,112,0,
who-data-for-benin,Infrastructure Indicators for Benin,csv,10,0,
who-data-for-benin,Essential health technologies Indicators for Benin,csv,20,0,
who-data-for-benin,Medical equipment Indicators for Benin,csv,17,0,
who-data-for-benin,Demographic and socioeconomic statistics Indicators for Benin,csv,12,0,
who-data-for-benin,Health inequality monitor Indicators for Benin,csv,27,0,
who-data-for-benin,Health Equity Monitor Indicators for Benin,csv,48,0,
who-data-for-benin,Child malnutrition Indicators for Benin,csv,68,0,
who-data-for-benin,TOBACCO Indicators for Benin,csv,55,0,
who-data-for-benin,Neglected tropical diseases Indicators for Benin,csv,61,0,
who-data-for-benin,International Health Regulations (2005) monitoring framework Indicators for Benin,csv,79,0,
who-data-for-benin,0 Indicators for Benin,csv,76,0,
who-data-for-benin,Insecticide resistance Indicators for Benin,csv,144,0,
who-data-for-benin,Universal Health Coverage Indicators for Benin,csv,38,0,
who-data-for-benin,Global Observatory for eHealth (GOe) Indicators for Benin,csv,80,0,
who-data-for-benin,"RSUD: GOVERNANCE, POLICY AND FINANCING : PREVENTION Indicators for Benin",csv,4,0,
who-data-for-benin,"RSUD: GOVERNANCE, POLICY AND FINANCING: TREATMENT Indicators for Benin",csv,8,0,
who-data-for-benin,"RSUD: GOVERNANCE, POLICY AND FINANCING: FINANCING Indicators for Benin",csv,6,0,
who-data-for-benin,RSUD: SERVICE ORGANIZATION AND DELIVERY: TREATMENT SECTORS AND PROVIDERS Indicators for Benin,csv,15,0,
who-data-for-benin,RSUD: SERVICE ORGANIZATION AND DELIVERY: TREATMENT CAPACITY AND TREATMENT COVERAGE Indicators for Benin,csv,4,0,
who-data-for-benin,RSUD: SERVICE ORGANIZATION AND DELIVERY: PHARMACOLOGICAL TREATMENT Indicators for Benin,csv,3,0,
who-data-for-benin,RSUD: SERVICE ORGANIZATION AND DELIVERY: SCREENING AND BRIEF INTERVENTIONS Indicators for Benin,csv,8,0,
who-data-for-benin,RSUD: SERVICE ORGANIZATION AND DELIVERY: PREVENTION PROGRAMS AND PROVIDERS Indicators for Benin,csv,28,0,
who-data-for-benin,RSUD: SERVICE ORGANIZATION AND DELIVERY: SPECIAL PROGRAMMES AND SERVICES Indicators for Benin,csv,5,0,
who-data-for-benin,RSUD: HUMAN RESOURCES Indicators for Benin,csv,50,0,
who-data-for-benin,RSUD: INFORMATION SYSTEMS Indicators for Benin,csv,4,0,
who-data-for-benin,RSUD: YOUTH Indicators for Benin,csv,6,0,
who-data-for-benin,FINANCIAL PROTECTION Indicators for Benin,csv,97,0,
who-data-for-benin,Noncommunicable diseases and mental health Indicators for Benin,csv,199,0,
who-data-for-benin,Health workforce Indicators for Benin,csv,9,0,
who-data-for-benin,SEXUAL AND REPRODUCTIVE HEALTH Indicators for Benin,csv,7,0,
who-data-for-benin,Immunization Indicators for Benin,csv,8,0,
who-data-for-benin,NLIS Indicators for Benin,csv,72,0,
who-data-for-benin,AMC GLASS Indicators for Benin,csv,20,0,
who-data-for-benin,QuickCharts Indicators for Benin,csv,199,0,
hotosm_ben_roads,hotosm_ben_roads_lines_shp.zip,shp,,,
hotosm_ben_roads,hotosm_ben_roads_polygons_shp.zip,shp,,,
hotosm_ben_roads,hotosm_ben_roads_gpkg.zip,geopackage,,,
hotosm_ben_roads,hotosm_ben_roads_lines_kml.zip,kml,,,Not checking format
hotosm_ben_roads,hotosm_ben_roads_polygons_kml.zip,kml,,,Not checking format
hotosm_ben_roads,hotosm_ben_gmapsupp_img.zip,garmin img,,,Not checking format
hotosm_ben_points_of_interest,hotosm_ben_points_of_interest_points_shp.zip,shp,,,
hotosm_ben_points_of_interest,hotosm_ben_points_of_interest_polygons_shp.zip,shp,,,
hotosm_ben_points_of_interest,hotosm_ben_points_of_interest_gpkg.zip,geopackage,,,
hotosm_ben_points_of_interest,hotosm_ben_points_of_interest_points_kml.zip,kml,,,Not checking format
hotosm_ben_points_of_interest,hotosm_ben_points_of_interest_polygons_kml.zip,kml,,,Not checking format
hotosm_ben_points_of_interest,hotosm_ben_gmapsupp_img.zip,garmin img,,,Not checking format
hotosm_ben_buildings,hotosm_ben_buildings_polygons_shp.zip,shp,,,
hotosm_ben_buildings,hotosm_ben_buildings_gpkg.zip,geopackage,,,
hotosm_ben_buildings,hotosm_ben_buildings_polygons_kml.zip,kml,,,Not checking format
hotosm_ben_buildings,hotosm_ben_gmapsupp_img.zip,garmin img,,,Not checking format
hotosm_ben_waterways,hotosm_ben_waterways_lines_shp.zip,shp,,,
hotosm_ben_waterways,hotosm_ben_waterways_polygons_shp.zip,shp,,,
hotosm_ben_waterways,hotosm_ben_waterways_gpkg.zip,geopackage,,,
hotosm_ben_waterways,hotosm_ben_waterways_lines_kml.zip,kml,,,Not checking format
hotosm_ben_waterways,hotosm_ben_waterways_polygons_kml.zip,kml,,,Not checking format
hotosm_ben_waterways,hotosm_ben_gmapsupp_img.zip,garmin img,,,Not checking format
world-bank-country-topline-indicators,topline_indicators,csv,199,0,
idmc-idp-data-for-benin,displacement_data,csv,12,0,
idmc-idp-data-for-benin,disaster_data,csv,19,0,
west-and-central-africa-administrative-boundaries-levels,wca_admbnda_adm0_ocha_29062021.zip,shp,24,0,
west-and-central-africa-administrative-boundaries-levels,wca_admbnda_adm1_ocha.zip,shp,200,170,
west-and-central-africa-administrative-boundaries-levels,wca_admbnda_adm2_ocha.zip,shp,200,150,
west-and-central-africa-administrative-boundaries-levels,wca_pplp_ocha.zip,shp,200,200,
west-and-central-africa-administrative-boundaries-levels,wca_admbndl_admALL_ocha.zip,shp,,,
west-and-central-africa-administrative-boundaries-levels,wca_admin-0-1-2_settlements.xlsx,xlsx,200,200,
west-and-central-africa-administrative-boundaries-levels,wca_admbnda_adm1_ocha.json,json,200,170,
west-and-central-africa-administrative-boundaries-levels,wca_admbnda_adm2_ocha.json,json,200,150,
cholera-outbreaks-in-central-and-west-africa-2013-regional-update,wca_Cases2013_RegCholeraPlatformWCA.xlsx,xlsx,17,0,
cholera-outbreaks-in-central-and-west-africa-2014-regional-update,wca_Cases2014_RegCholeraPlatformWCA.xlsx,xlsx,17,0,
cholera-outbreaks-in-central-and-west-africa-2015-regional-update,wca_Cases2015_RegCholeraPlatformWCA.xlsx,xlsx,17,0,
cholera-outbreaks-in-central-and-west-africa-2016-regional-update,wca_Cases2016_RegCholeraPlatformWCA.xlsx,xlsx,18,0,
cholera-outbreaks-in-central-and-west-africa-2017-regional-update,wca_Cases2017_RegCholeraPlatformWCA.xlsx,xlsx,,,
benin-healthsites,Benin-healthsites-geojson,geojson,200,0,
benin-healthsites,Benin-healthsites-csv,csv,,,
benin-healthsites,Benin-healthsites-shp,shp,,,
benin-healthsites,Benin-healthsites-hxl-csv,csv,,,
cholera-outbreaks-in-central-and-west-africa-2012-regional-update,wca_Cases2012_RegCholeraPlatformWCA.xlsx,xlsx,18,0,
africa-population-and-internet-users-statistics,africa-2018-population-and-internet-users-statistics.xlsx,xlsx,,,
africa-average-annual-salaries-for-males-and-females,average-annual-salary-in-africa.xlsx,xlsx,36,0,
sos-children-village-wcaf-outreach-in-2017,SOS KD WCAF outreach in 2017.xlsx,xls,,,
acf_biomass_west-africa_raster,Biomass Production Anomaly 2022,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2021,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2020,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2019,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2018,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2017,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2016,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2015,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2014,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2013,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2012,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2011,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2010,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2009,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2008,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2007,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2006,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2005,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2004,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2003,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2002,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2001,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 2000,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Anomaly 1999,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production Average,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production 2022,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production 2021,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production 2020,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production 2019,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production 2018,geotiff,,,Not checking format
acf_biomass_west-africa_raster,Biomass Production 2017,geotiff,,,Not checking format
